0,000	0,000	28,745	30,000
5,000	0,000	28,712	20,000
10,000	0,000	28,030	20,000
15,000	0,000	27,640	20,000
20,000	0,000	27,153	20,000
25,000	0,000	26,796	20,000
30,000	0,000	26,536	20,000
35,000	0,000	26,276	20,000
40,000	0,000	26,016	20,000
45,000	0,000	25,724	20,000
50,000	0,000	25,431	20,000
55,000	0,000	25,334	20,000
60,000	0,000	25,106	20,000
65,000	0,000	24,879	20,000
70,000	0,000	24,651	20,000
75,000	0,000	24,619	20,000
80,000	0,000	24,359	20,000
85,000	0,000	24,197	20,000
90,000	0,000	24,294	20,000
95,000	0,000	24,034	20,000
100,000	0,000	23,969	20,000
105,000	0,000	23,774	20,000
110,000	0,000	23,774	20,000
115,000	0,000	23,514	20,000
120,000	0,000	23,644	50,308
125,000	0,000	23,904	50,308
130,000	0,000	24,099	50,308
135,000	0,000	24,164	50,308
140,000	0,000	24,067	50,308
145,000	0,000	24,359	50,308
150,000	0,000	24,424	50,308
155,000	31,022	24,587	50,308
160,000	37,756	24,976	50,308
165,000	65,876	25,626	50,308
170,000	54,792	26,308	50,308
175,000	60,913	27,315	50,308
180,000	54,008	28,128	50,308
185,000	48,989	29,005	50,308
190,000	68,277	29,817	50,308
195,000	50,867	30,629	50,308
200,000	48,774	31,376	50,308
205,000	74,235	32,318	50,308
210,000	60,376	32,870	50,308
215,000	39,231	33,813	50,308
220,000	38,863	34,462	50,308
225,000	42,154	34,950	50,308
230,000	61,199	35,827	50,308
235,000	51,226	36,217	50,308
240,000	38,557	36,671	50,308
245,000	69,090	37,354	50,308
250,000	45,196	37,743	50,308
255,000	57,295	38,328	50,308
260,000	52,067	38,523	50,308
265,000	44,958	39,205	50,308
270,000	47,588	39,465	50,308
275,000	70,290	40,245	50,308
280,000	35,167	40,342	50,308
285,000	34,933	40,765	50,308
290,000	45,494	41,252	50,308
295,000	29,278	41,642	50,308
300,000	45,975	41,902	50,308
305,000	65,884	42,356	50,308
310,000	41,481	42,746	50,308
315,000	62,932	42,876	50,308
320,000	48,808	43,461	50,308
325,000	57,109	43,786	50,308
330,000	27,695	43,851	50,308
335,000	23,989	43,916	50,308
340,000	58,835	44,338	50,308
345,000	64,056	44,468	50,308
350,000	38,122	44,598	50,308
355,000	37,385	44,955	50,308
360,000	56,389	44,923	50,308
365,000	44,134	45,410	50,308
370,000	51,110	45,378	50,308
375,000	41,819	45,443	50,308
380,000	58,252	46,125	50,308
385,000	51,437	46,417	50,308
390,000	51,616	46,287	50,308
395,000	41,899	46,450	50,308
400,000	38,928	46,547	50,308
405,000	39,348	46,645	50,308
410,000	55,963	46,969	50,308
415,000	51,137	46,937	50,308
420,000	52,936	47,132	50,308
425,000	45,180	47,522	50,308
430,000	50,962	47,392	50,308
435,000	42,865	47,619	50,308
440,000	51,456	47,717	50,308
445,000	40,455	47,814	50,308
450,000	30,379	47,879	50,308
455,000	39,712	48,269	50,308
460,000	46,871	48,366	50,308
465,000	25,005	48,171	50,308
470,000	54,927	48,431	50,308
475,000	34,408	48,594	50,308
480,000	29,662	48,431	50,308
485,000	20,918	48,366	50,308
490,000	53,470	48,691	50,308
495,000	39,535	48,431	50,308
500,000	39,287	48,854	50,308
505,000	27,806	48,659	50,308
510,000	21,524	48,821	50,308
515,000	41,726	49,114	50,308
520,000	40,152	48,951	50,308
525,000	21,260	48,984	50,308
530,000	13,819	49,016	50,308
535,000	51,591	49,309	50,308
540,000	25,975	49,114	50,308
545,000	31,373	49,146	50,308
550,000	29,668	49,146	50,308
555,000	29,995	49,276	50,308
560,000	46,250	49,373	50,308
565,000	56,324	49,503	50,308
570,000	41,842	49,503	50,308
575,000	44,767	49,601	50,308
580,000	36,627	49,568	50,308
585,000	48,330	49,763	50,308
590,000	18,275	49,601	50,308
595,000	52,364	49,828	50,308
600,000	18,665	49,666	50,308
605,000	49,180	49,893	50,308
610,000	40,997	49,796	50,308
615,000	23,270	49,601	50,308
620,000	29,059	49,568	50,308
625,000	45,363	49,731	50,308
630,000	44,711	49,861	50,308
635,000	40,168	49,698	50,308
640,000	30,833	49,568	50,308
645,000	46,799	49,861	50,308
650,000	33,761	49,828	50,308
655,000	40,315	50,088	50,308
660,000	40,090	50,121	50,308
665,000	46,019	50,088	50,308
670,000	44,516	49,861	50,308
675,000	42,570	50,023	50,308
680,000	18,594	49,926	50,308
685,000	50,871	50,088	50,308
690,000	45,217	50,153	50,308
695,000	15,641	50,121	50,308
700,000	13,808	49,958	50,308
705,000	39,585	49,926	50,308
710,000	48,338	50,023	50,308
715,000	34,348	49,991	50,308
720,000	73,819	49,081	50,308
725,000	100,000	47,684	50,308
730,000	100,000	46,969	50,308
735,000	100,000	46,417	50,308
740,000	100,000	46,320	50,308
745,000	100,000	46,060	50,308
750,000	100,000	46,092	50,308
755,000	100,000	45,800	50,308
760,000	100,000	45,800	50,308
765,000	100,000	45,768	50,308
770,000	100,000	45,768	50,308
775,000	100,000	45,962	50,308
780,000	100,000	45,897	50,308
785,000	100,000	45,832	50,308
790,000	100,000	45,962	50,308
795,000	100,000	45,897	50,308
800,000	100,000	45,962	50,308
805,000	100,000	45,865	50,308
810,000	100,000	45,897	50,308
815,000	100,000	45,768	50,308
820,000	100,000	45,768	50,308
825,000	100,000	45,832	50,308
830,000	100,000	45,800	50,308
835,000	100,000	45,930	50,308
840,000	100,000	45,865	50,308
845,000	100,000	45,897	50,308
850,000	100,000	45,865	50,308
855,000	100,000	45,768	50,308
860,000	100,000	45,670	50,308
865,000	100,000	45,670	50,308
870,000	100,000	45,605	50,308
875,000	100,000	45,670	50,308
880,000	100,000	45,670	50,308
885,000	100,000	45,670	50,308
890,000	100,000	45,768	50,308
895,000	100,000	45,540	50,308
900,000	100,000	45,605	50,308
905,000	100,000	45,540	50,308
910,000	100,000	45,540	50,308
915,000	100,000	45,670	50,308
920,000	100,000	45,540	50,308
925,000	100,000	45,410	50,308
930,000	100,000	45,443	50,308
935,000	100,000	45,378	50,308
940,000	100,000	45,410	50,308
945,000	100,000	45,410	50,308
950,000	100,000	45,313	50,308
955,000	100,000	45,410	50,308
960,000	100,000	45,410	50,308
965,000	100,000	45,378	50,308
970,000	100,000	45,345	50,308
975,000	100,000	45,345	50,308
980,000	100,000	45,215	50,308
985,000	100,000	45,215	50,308
990,000	100,000	45,150	50,308
995,000	100,000	45,313	50,308
1000,000	100,000	45,345	50,308
1005,000	100,000	45,313	50,308
1010,000	100,000	45,248	50,308
1015,000	100,000	45,280	50,308
1020,000	100,000	45,183	50,308
1025,000	100,000	45,215	50,308
1030,000	100,000	45,183	50,308
1035,000	100,000	45,280	50,308
1040,000	100,000	45,183	50,308
1045,000	100,000	45,215	50,308
1050,000	100,000	45,053	50,308
1055,000	100,000	45,085	50,308
1060,000	100,000	45,215	50,308
1065,000	100,000	45,150	50,308
1070,000	100,000	44,858	50,308
1075,000	100,000	44,955	50,308
1080,000	100,000	45,020	50,308
1085,000	100,000	45,020	50,308
1090,000	100,000	44,988	50,308
1095,000	100,000	45,085	50,308
1100,000	100,000	45,020	50,308
1105,000	100,000	44,955	50,308
1110,000	100,000	44,923	50,308
1115,000	100,000	44,923	50,308
1120,000	100,000	44,923	50,308
1125,000	100,000	44,988	50,308
1130,000	100,000	44,955	50,308
1135,000	100,000	44,988	50,308
1140,000	100,000	45,085	50,308
1145,000	100,000	44,890	50,308
1150,000	100,000	44,988	50,308
1155,000	100,000	45,053	50,308
1160,000	100,000	44,988	50,308
1165,000	100,000	45,020	50,308
1170,000	100,000	44,955	50,308
1175,000	100,000	44,988	50,308
1180,000	100,000	44,923	50,308
1185,000	100,000	44,890	50,308
1190,000	100,000	45,020	50,308
1195,000	100,000	44,890	50,308
1200,000	100,000	44,955	50,308
1205,000	100,000	44,890	50,308
1210,000	100,000	44,793	50,308
1215,000	100,000	44,890	50,308
1220,000	100,000	44,955	50,308
1225,000	100,000	44,988	50,308
1230,000	100,000	44,955	50,308
1235,000	100,000	44,923	50,308
1240,000	100,000	44,955	50,308
1245,000	100,000	44,923	50,308
1250,000	100,000	44,890	50,308
1255,000	100,000	44,890	50,308
1260,000	100,000	44,955	50,308
1265,000	100,000	44,858	50,308
1270,000	100,000	44,988	50,308
1275,000	100,000	45,053	50,308
1280,000	100,000	45,053	50,308
1285,000	100,000	44,793	50,308
1290,000	100,000	44,825	50,308
1295,000	100,000	44,890	50,308
1300,000	100,000	44,793	50,308
1305,000	100,000	44,890	50,308
1310,000	100,000	44,858	50,308
1315,000	100,000	44,825	50,308
1320,000	100,000	44,890	50,308
1325,000	0,000	44,793	30,220
1330,000	100,000	44,988	30,220
1335,000	100,000	46,742	30,220
1340,000	100,000	48,009	30,220
